日期,开盘,最高,最低,收盘,成交量,成交额
2026-01-05,1.75,1.81,1.75,1.81,609319992,1091254870
2026-01-06,1.812,1.87,1.806,1.852,690809867,1268294030
2026-01-07,1.887,1.905,1.865,1.889,755326351,1422392572
2026-01-08,1.88,1.937,1.878,1.894,746988672,1421635952
2026-01-09,1.878,1.909,1.86,1.902,598102065,1130727817
2026-01-12,1.916,1.943,1.903,1.937,491063834,946931373
2026-01-13,1.938,1.944,1.86,1.872,548845523,1041650971
2026-01-14,1.878,1.934,1.875,1.9,611985925,1166401297
2026-01-15,1.892,1.923,1.87,1.922,445291975,844901975
2026-01-16,1.946,1.999,1.938,1.987,571666367,1122929794
2026-01-19,1.993,2.004,1.974,1.98,504625339,1002568531
2026-01-20,1.977,2.015,1.95,1.964,472954236,935484253
2026-01-21,1.958,2.07,1.958,2.057,593507889,1212398210
2026-01-22,2.105,2.117,2.026,2.045,622395174,1282080280
2026-01-23,2.026,2.055,2.004,2.043,570480908,1157948262
2026-01-26,2.045,2.062,1.996,2.002,463390306,933184349
2026-01-27,1.993,2.046,1.965,2.033,526718711,1058585487
2026-01-28,2.056,2.094,2.038,2.068,624865001,1291904109
2026-01-29,2.065,2.068,1.982,1.985,685922711,1384338207
2026-01-30,1.974,2.029,1.943,2.01,706380598,1407443265
2026-02-02,1.98,1.994,1.91,1.911,623026467,1208645847
2026-02-03,1.944,1.955,1.889,1.936,444233877,855326170
2026-02-04,1.905,1.909,1.874,1.898,420739000,795596423
2026-02-05,1.861,1.876,1.839,1.87,580967500,1078338453
2026-02-06,1.839,1.874,1.83,1.85,399505692,740608636
2026-02-09,1.887,1.915,1.877,1.915,383781801,729080987
2026-02-10,1.922,1.953,1.918,1.927,326409400,630915866
2026-02-11,1.91,1.915,1.89,1.9,267882600,509696916
2026-02-12,1.913,1.935,1.897,1.933,329456505,631360440
2026-02-13,1.925,1.962,1.918,1.936,375703008,731468951
2026-02-24,1.972,1.973,1.917,1.943,333982070,648342724
2026-02-25,1.945,1.963,1.913,1.95,345735975,670937147
2026-02-26,1.96,1.99,1.931,1.977,355302222,697171641
2026-02-27,1.951,1.97,1.926,1.962,431289400,839243686
2026-03-02,1.922,1.964,1.92,1.932,337827920,655193731
2026-03-03,1.937,1.943,1.823,1.828,595642700,1118093277
2026-03-04,1.8,1.857,1.799,1.816,369524314,676002132
2026-03-05,1.861,1.878,1.842,1.855,361661642,673495395
2026-03-06,1.841,1.868,1.84,1.853,279348238,518011243
2026-03-09,1.798,1.819,1.753,1.81,547701545,973954724
2026-03-10,1.843,1.859,1.83,1.854,364031200,672847994
2026-03-11,1.856,1.867,1.831,1.834,271753306,501437694
2026-03-12,1.83,1.856,1.798,1.813,318104700,579684086
2026-03-13,1.798,1.829,1.787,1.8,357116391,643805252
2026-03-16,1.796,1.837,1.765,1.832,530158436,952697881
2026-03-17,1.836,1.837,1.78,1.782,334472601,605463643
2026-03-18,1.792,1.82,1.782,1.818,373340604,672725481
2026-03-19,1.784,1.793,1.765,1.774,390827255,695344835
2026-03-20,1.78,1.787,1.745,1.746,358169648,634192511
2026-03-23,1.7,1.717,1.649,1.663,402881412,679129838
2026-03-24,1.681,1.686,1.627,1.684,424226719,702923346
2026-03-25,1.695,1.738,1.693,1.722,391227703,673134614
2026-03-26,1.716,1.718,1.676,1.683,251913700,427650712
2026-03-27,1.649,1.7,1.64,1.685,361291040,603361541
2026-03-30,1.65,1.687,1.643,1.68,287400996,477680662
2026-03-31,1.67,1.674,1.618,1.621,490186392,809623618
2026-04-01,1.66,1.68,1.654,1.67,388974900,648225765
2026-04-02,1.67,1.671,1.613,1.624,315282700,516408776
2026-04-03,1.634,1.64,1.615,1.619,238643000,388174593
2026-04-07,1.628,1.66,1.625,1.642,290265083,477609967
2026-04-08,1.688,1.746,1.688,1.744,522991166,896293985
2026-04-09,1.717,1.763,1.71,1.743,343545600,598162381
2026-04-10,1.769,1.8,1.766,1.774,412302271,735102597
2026-04-13,1.762,1.824,1.762,1.786,460517200,825963036
2026-04-14,1.815,1.834,1.804,1.825,361516604,658020293
2026-04-15,1.839,1.857,1.807,1.815,496527150,911746774
2026-04-16,1.823,1.838,1.804,1.836,345226504,628933967
2026-04-17,1.834,1.868,1.829,1.848,305337074,564467029
2026-04-20,1.844,1.887,1.844,1.881,322531501,603209869
2026-04-21,1.879,1.879,1.828,1.854,286828661,530176775
2026-04-22,1.849,1.906,1.84,1.904,427019275,804377899
2026-04-23,1.934,1.938,1.862,1.879,428068820,813479941
2026-04-24,1.887,1.936,1.865,1.912,609294404,1163651883
2026-04-27,1.951,2.014,1.938,2.006,681910059,1350707124
2026-04-28,1.989,2.038,1.967,1.98,537890091,1075453670
2026-04-29,1.96,1.973,1.915,1.97,422508003,824766176
2026-04-30,2.005,2.084,1.998,2.073,630839640,1289446780
2026-05-06,2.175,2.28,2.17,2.204,989091366,2201505793
2026-05-07,2.213,2.249,2.187,2.237,665788306,1473762004
2026-05-08,2.196,2.199,2.147,2.173,479389251,1041785934
2026-05-11,2.248,2.328,2.237,2.311,682577257,1559641841
2026-05-12,2.309,2.353,2.262,2.326,678743366,1566391415
2026-05-13,2.259,2.391,2.241,2.384,591713090,1364864038
2026-05-14,2.409,2.43,2.32,2.321,492145153,1165500659
2026-05-15,2.305,2.427,2.248,2.315,645195139,1499600892
2026-05-18,2.322,2.409,2.316,2.344,561332877,1322911935
2026-05-19,2.307,2.432,2.27,2.43,535820028,1256689452
2026-05-20,2.413,2.548,2.401,2.547,532163282,1332653321
2026-05-21,2.61,2.659,2.459,2.477,721676532,1858130452
2026-05-22,2.495,2.54,2.446,2.536,556444966,1386408243
2026-05-25,2.537,2.727,2.498,2.727,650543908,1710807886
2026-05-26,2.728,2.728,2.614,2.707,779423430,2084057283
2026-05-27,2.73,2.773,2.622,2.631,904933746,2450177924
2026-05-28,2.579,2.657,2.579,2.637,636962229,1669228007
2026-05-29,2.651,2.66,2.463,2.491,589338724,1505035656
2026-06-01,2.485,2.499,2.351,2.357,634511783,1531415752
2026-06-02,2.358,2.435,2.322,2.396,627679573,1495405352
2026-06-03,2.408,2.55,2.408,2.483,707640898,1753617204
2026-06-04,2.435,2.547,2.435,2.53,412303560,1036635574
2026-06-05,2.471,2.506,2.386,2.403,562698227,1375673065
2026-06-08,2.256,2.356,2.256,2.293,617270769,1427027809
2026-06-09,2.361,2.419,2.315,2.41,487513146,1156505534
2026-06-10,2.391,2.485,2.357,2.387,453098840,1095668827
2026-06-11,2.362,2.429,2.356,2.399,343462596,820719897
2026-06-12,2.492,2.515,2.371,2.383,492581934,1204041212
2026-06-15,2.414,2.516,2.352,2.514,498999149,1226689606
2026-06-16,2.525,2.55,2.491,2.536,421233800,1064243431
2026-06-17,2.502,2.696,2.49,2.69,598999822,1555375499
2026-06-18,2.69,2.85,2.67,2.816,776872755,2152388404
